Actual,Error,Predicted
1699900,-5938.235427587325,-1705838.2354275873
1699500,-7129.937794667475,-1706629.9377946674
1699000,-6920.5481709546075,-1705920.5481709547
1699000,-8568.54667986088,-1707568.546679861
1699000,-9017.985702463744,-1708017.9857024637
1699000,-9223.199695922574,-1708223.1996959227
1699000,-8210.70543143611,-1707210.7054314362
1699000,-8083.906473542764,-1707083.9064735428
1699000,-8315.874222221413,-1707315.8742222213
1699000,-8566.738129823474,-1707566.7381298235
1699000,-8994.884735407742,-1707994.8847354078
1698000,-7911.1050834351745,-1705911.105083435
1698000,-7912.117289380126,-1705912.1172893802
1697000,-7774.952287385889,-1704774.952287386
1695000,-8577.306623390285,-1703577.3066233902
1695000,-8151.669554513206,-1703151.6695545132
1695000,-8373.334663840878,-1703373.334663841
1695000,-7731.909811223112,-1702731.9098112232
1695000,-6835.727472755435,-1701835.7274727554
1695000,-8738.438424382079,-1703738.4384243821
1695000,-8425.759161387254,-1703425.7591613873
1695000,-8362.927174478727,-1703362.9271744788
1695000,-7529.153463289204,-1702529.1534632891
1695000,-8742.399451728248,-1703742.3994517282
1695000,-8742.399451728248,-1703742.3994517282
1690000,-6655.205343477164,-1696655.2053434772
1689000,-9416.716850194973,-1698416.716850195
1688000,-8111.297951578156,-1696111.2979515782
1688000,-8927.728752972205,-1696927.728752972
1688000,-6440.296527065116,-1694440.296527065
1685000,-8061.674931736106,-1693061.6749317362
1680000,-7909.794231122143,-1687909.7942311221
1680000,-8012.62444531014,-1688012.62444531
1680000,-7452.1039900815495,-1687452.1039900815
1680000,-7452.1039900815495,-1687452.1039900815
1680000,-8172.758338419379,-1688172.7583384195
1680000,-7450.740622550246,-1687450.7406225502
1678000,-7218.332006418411,-1685218.3320064184
1665000,-8530.253766289126,-1673530.2537662892
1660000,-8366.26826113141,-1668366.2682611314
1660000,-7951.5841230054575,-1667951.5841230054
1650000,-7873.848370199979,-1657873.8483702
1650000,-8749.490479681292,-1658749.4904796812
1650000,-8117.513143480576,-1658117.5131434805
1650000,-7418.71377031801,-1657418.713770318
1650000,-8346.274200175942,-1658346.274200176
1650000,-8293.576951761945,-1658293.576951762
1650000,-8029.156364786609,-1658029.1563647867
1650000,-8435.010886078802,-1658435.0108860787
1650000,-7607.809759896877,-1657607.809759897
1650000,-8323.73525105474,-1658323.7352510546
1650000,-8287.914092969053,-1658287.9140929691
1650000,-8423.381604965767,-1658423.3816049658
1649900,-8035.750826234673,-1657935.7508262347
1649900,-8024.395967366312,-1657924.3959673664
1649000,-8480.789690756937,-1657480.789690757
1649000,-7752.299726380883,-1656752.299726381
1649000,-8306.074782623138,-1657306.0747826232
1649000,-8840.988613611893,-1657840.9886136118
1649000,-9089.761314853055,-1658089.761314853
1649000,-8260.199621588665,-1657260.1996215887
1649000,-9110.688996688212,-1658110.6889966882
1649000,-7100.23660405992,-1656100.2366040598
1649000,-7100.23660405992,-1656100.2366040598
1649000,-8711.778914314536,-1657711.7789143145
1649000,-7919.886310117594,-1656919.8863101176
1648000,-7586.824099423308,-1655586.8240994234
1648000,-7847.941783694277,-1655847.9417836943
1645000,-8406.137269130213,-1653406.1372691302
1640000,-7934.288354977158,-1647934.2883549773
1638000,-8820.04510454968,-1646820.0451045497
1630000,-8563.029542486027,-1638563.029542486
1630000,-8175.597241430614,-1638175.5972414305
1629990,-8361.020987496237,-1638351.0209874962
1629000,-8987.146012460656,-1637987.1460124606
1625000,-9500.965060461727,-1634500.9650604618
1625000,-8334.725553987673,-1633334.7255539878
1625000,-8946.464402203028,-1633946.464402203
1625000,-8286.144150376687,-1633286.1441503768
1620000,-8820.04510454968,-1628820.0451045497
1600000,-9056.060405362436,-1609056.0604053624
1600000,-8884.9585833882,-1608884.9585833882
1600000,-7435.543551350989,-1607435.543551351
1600000,-8245.268044438,-1608245.268044438
1600000,-7658.566752095362,-1607658.5667520955
1600000,-7682.469162331445,-1607682.4691623314
1600000,-7779.840493858383,-1607779.8404938583
1600000,-7675.291937049286,-1607675.2919370492
1600000,-8611.541125145195,-1608611.5411251453
1600000,-7636.394279628524,-1607636.3942796285
1599999,-8520.701272995584,-1608519.7012729957
1599999,-8520.701272995584,-1608519.7012729957
1599950,-9160.760072844527,-1609110.7600728446
1599900,-8251.11852668866,-1608151.1185266888
1599888,-8069.758826041275,-1607957.7588260414
1599888,-7792.828917704479,-1607680.8289177045
1599800,-8109.3443358579025,-1607909.344335858
1599000,-8089.25711572915,-1607089.2571157292
1599000,-7291.127150366008,-1606291.127150366
1599000,-8262.685063069754,-1607262.6850630697
1599000,-7811.085026665626,-1606811.0850266656
1599000,-7638.640192864169,-1606638.6401928642
1599000,-8121.106369608347,-1607121.1063696083
1599000,-7706.837415094974,-1606706.837415095
1599000,-8638.300365714906,-1607638.3003657148
1599000,-7767.352020120378,-1606767.3520201205
1599000,-8131.342899573275,-1607131.3428995733
1599000,-8207.162016538932,-1607207.162016539
1599000,-7517.335863207637,-1606517.3358632077
1599000,-8181.247883046879,-1607181.247883047
1599000,-8773.395778212698,-1607773.3957782127
1599000,-8718.288015232534,-1607718.2880152324
1599000,-6929.19059665081,-1605929.1905966508
1599000,-8534.11617264889,-1607534.116172649
1599000,-8603.903385546291,-1607603.9033855463
1599000,-8681.210731591493,-1607681.2107315916
1599000,-8302.402051652367,-1607302.4020516523
1599000,-8905.257697906409,-1607905.2576979063
1599000,-9061.041784357745,-1608061.0417843577
1598000,-8817.498380616791,-1606817.4983806168
1598000,-7909.990035093992,-1605909.990035094
1598000,-9280.231150848525,-1607280.2311508486
1598000,-9371.380577565556,-1607371.3805775656
1598000,-7517.814114406071,-1605517.814114406
1598000,-8638.69930312975,-1606638.6993031297
1598000,-9477.926234181128,-1607477.926234181
1595000,-8533.281854916839,-1603533.2818549168
1595000,-7525.858974219134,-1602525.858974219
1595000,-8750.258473870748,-1603750.2584738708
1595000,-7556.9793582009315,-1602556.979358201
1595000,-8464.928782153867,-1603464.9287821539
1595000,-8313.393200272028,-1603313.393200272
1595000,-7357.737847414132,-1602357.737847414
1595000,-8478.429716353203,-1603478.4297163533
1595000,-8302.74545487022,-1603302.7454548702
1595000,-8182.4383104467815,-1603182.4383104467
1595000,-8941.987914259706,-1603941.9879142598
1595000,-8836.704251602292,-1603836.7042516023
1595000,-9165.17513562451,-1604165.1751356246
1595000,-7534.482215250643,-1602534.4822152506
1595000,-7861.854320196793,-1602861.854320197
1595000,-8077.581543635999,-1603077.581543636
1595000,-8404.968024232589,-1603404.9680242327
1595000,-7677.860115741762,-1602677.8601157418
1595000,-7760.429085506451,-1602760.4290855064
1595000,-6981.10504318241,-1601981.1050431824
1595000,-7205.960445761352,-1602205.9604457614
1595000,-8178.6899856122845,-1603178.6899856122
1595000,-8360.264614520196,-1603360.2646145201
1595000,-8559.725598317793,-1603559.7255983178
1595000,-8711.60700957814,-1603711.607009578
1595000,-8691.065274204173,-1603691.0652742041
1595000,-8543.61178710194,-1603543.611787102
1595000,-8820.550627556822,-1603820.5506275569
1595000,-9076.137285429864,-1604076.1372854298
1595000,-8863.863856280243,-1603863.8638562802
1595000,-8970.602693143788,-1603970.6026931438
1590000,-8163.921027421194,-1598163.9210274213
1588000,-9022.898162903857,-1597022.898162904
1588000,-7727.009650978055,-1595727.009650978
1588000,-7727.009650978055,-1595727.009650978
1585000,-6397.125477365995,-1591397.125477366
1580000,-7295.957113189009,-1587295.957113189
1578000,-8359.50928857774,-1586359.5092885778
1575000,-8852.04781678481,-1583852.0478167848
1575000,-8183.908456701514,-1583183.9084567016
1575000,-8028.297814112352,-1583028.2978141124
1575000,-7167.270008182816,-1582167.2700081829
1570000,-8463.995008887156,-1578463.9950088873
1569000,-8180.583845730411,-1577180.5838457304
1568000,-7349.478455030332,-1575349.4784550304
1568000,-7349.478455030332,-1575349.4784550304
1559000,-8530.334086257299,-1567530.3340862573
1550000,-7873.003145793147,-1557873.0031457932
1550000,-7996.613937274048,-1557996.613937274
1550000,-7590.887294901792,-1557590.8872949018
1550000,-7851.3695551633555,-1557851.3695551634
1550000,-8338.273537380717,-1558338.2735373806
1550000,-7912.785633331215,-1557912.7856333312
1550000,-8246.198343095139,-1558246.1983430951
1550000,-8452.720041728096,-1558452.720041728
1550000,-8271.658746217743,-1558271.6587462178
1550000,-8053.977159312087,-1558053.977159312
1550000,-6983.854048832453,-1556983.8540488326
1550000,-9278.404753816729,-1559278.4047538168
1550000,-8497.000535738194,-1558497.0005357382
1550000,-8283.594279710089,-1558283.5942797102
1549000,-8621.016701391867,-1557621.016701392
1549000,-8178.950545259924,-1557178.95054526
1549000,-7840.669368738215,-1556840.6693687383
1549000,-9196.613957804966,-1558196.6139578049
1549000,-8612.62982192011,-1557612.62982192
1549000,-7573.210809609039,-1556573.2108096092
1548800,-8998.950497656944,-1557798.950497657
1548000,-9109.89870819548,-1557109.8987081954
1545000,-7938.327281595672,-1552938.3272815957
1545000,-7719.685410211179,-1552719.685410211
1545000,-7974.79578151581,-1552974.7957815158
1539000,-7201.880716871276,-1546201.8807168712
1535000,-7488.977034656083,-1542488.977034656
1535000,-7488.977034656083,-1542488.977034656
1530000,-7545.67380096706,-1537545.6738009672
1530000,-7545.812298743884,-1537545.812298744
1525000,-7052.36218709459,-1532052.3621870945
1525000,-8810.007134566202,-1533810.0071345663
1525000,-8515.630674048149,-1533515.630674048
1525000,-7559.625632250351,-1532559.6256322504
1520000,-8386.44047484147,-1528386.4404748415
1519000,-9344.444321998899,-1528344.4443219989
1518000,-7636.633058026294,-1525636.6330580262
1509990,-8291.525105280249,-1518281.5251052803
1500000,-7082.727107946725,-1507082.7271079468
1500000,-8416.118975455962,-1508416.1189754559
1500000,-8075.551078461363,-1508075.5510784613
1500000,-8334.677320550554,-1508334.6773205507
1500000,-6893.397726485085,-1506893.397726485
1500000,-6800.443387408943,-1506800.443387409
1500000,-7305.992575674602,-1507305.9925756746
1499999,-8549.10137477686,-1508548.1013747768
1499950,-8177.430069151475,-1508127.4300691516
1499950,-8177.430069151475,-1508127.4300691516
1499950,-8177.430069151475,-1508127.4300691516
1499950,-8177.430069151475,-1508127.4300691516
1499900,-8292.070199821765,-1508192.0701998218
1499900,-8112.589436555622,-1508012.5894365555
1499900,-8112.589436555622,-1508012.5894365555
1499888,-8801.52331726205,-1508689.523317262
1499500,-7488.446830356545,-1506988.4468303565
1499000,-9181.528234898435,-1508181.5282348983
1499000,-8251.746535967683,-1507251.7465359676
1499000,-8431.966752708828,-1507431.966752709
1499000,-9412.096687769399,-1508412.0966877693
1499000,-9439.641701036111,-1508439.6417010361
1499000,-8385.967363718042,-1507385.967363718
1499000,-8370.30418322861,-1507370.3041832286
1499000,-8632.591861715975,-1507632.591861716
1499000,-7918.378907907047,-1506918.378907907
1499000,-8073.3610778707125,-1507073.3610778707
1499000,-8073.3610778707125,-1507073.3610778707
1499000,-8167.350257781998,-1507167.350257782
1499000,-8341.343452067129,-1507341.343452067
1499000,-9025.685063715782,-1508025.6850637158
1499000,-9199.034272709743,-1508199.0342727096
1499000,-8232.87909254489,-1507232.8790925448
1499000,-8232.87909254489,-1507232.8790925448
1499000,-7351.344788759173,-1506351.3447887592
1499000,-7284.235807515187,-1506284.2358075152
1499000,-8529.007375295738,-1507529.0073752957
1498888,-8448.122713763461,-1507336.1227137635
1498888,-8448.122713763461,-1507336.1227137635
1498000,-8121.1952156087555,-1506121.1952156087
1497000,-7774.207510027384,-1504774.2075100273
1495888,-8577.342212964477,-1504465.3422129645
1495000,-7224.288517574582,-1502224.2885175745
1495000,-7496.348350501984,-1502496.348350502
1495000,-8345.106871309277,-1503345.1068713092
1495000,-7484.925115946289,-1502484.9251159462
1495000,-8524.406454053065,-1503524.406454053
1495000,-8289.782244149841,-1503289.7822441498
1495000,-6883.067559172245,-1501883.0675591722
1495000,-6883.067559172245,-1501883.0675591722
1495000,-8922.756673073498,-1503922.7566730734
1495000,-8193.127519860009,-1503193.12751986
1495000,-8938.291919900888,-1503938.2919199008
1495000,-7744.425336934942,-1502744.4253369349
1495000,-8056.2924946943685,-1503056.2924946945
1495000,-8074.1263863877,-1503074.1263863877
1495000,-8003.96022611772,-1503003.9602261176
1495000,-8678.073840871082,-1503678.073840871
1495000,-8369.715837750846,-1503369.7158377508
1495000,-8784.872480363241,-1503784.8724803634
1495000,-8590.570309494136,-1503590.5703094942
1495000,-7519.790121905431,-1502519.7901219055
1495000,-7674.334175459833,-1502674.3341754598
1489000,-7351.344788759173,-1496351.3447887592
1488888,-7448.511951023145,-1496336.5119510232
1488000,-7626.275575236923,-1495626.2755752369
1488000,-8005.430338665744,-1496005.4303386658
1488000,-7514.910454146469,-1495514.9104541466
1488000,-9131.096883015269,-1497131.0968830152
1488000,-9376.73942583215,-1497376.7394258322
1485000,-9342.79391046882,-1494342.793910469
1480000,-7918.084947368695,-1487918.0849473686
1480000,-8557.501017047733,-1488557.5010170478
1480000,-8691.257478764925,-1488691.257478765
1479000,-8247.992814870586,-1487247.9928148706
1478000,-7903.898625072949,-1485903.898625073
1475000,-7481.953381606417,-1482481.9533816064
1475000,-8103.866404176536,-1483103.8664041765
1475000,-8510.831390886397,-1483510.8313908863
1475000,-9121.468984597735,-1484121.4689845978
1475000,-8833.324892818342,-1483833.3248928182
1475000,-8168.59073764354,-1483168.5907376437
1475000,-8474.138465981712,-1483474.1384659817
1475000,-8564.293570877751,-1483564.2935708778
1475000,-7187.446744905078,-1482187.446744905
1475000,-9631.479714289799,-1484631.4797142898
1474000,-8392.675291444413,-1482392.6752914444
1469900,-8615.195389135057,-1478515.195389135
1469000,-7957.635062953317,-1476957.6350629532
1469000,-8785.47082223446,-1477785.4708222344
1468880,-8013.505757388021,-1476893.505757388
1468000,-7594.137780328422,-1475594.1377803285
1465000,-8198.02039112215,-1473198.0203911222
1465000,-7925.770397424639,-1472925.7703974247
1460000,-7873.748682896242,-1467873.7486828961
1459000,-8759.930436307739,-1467759.9304363078
1459000,-8575.887560664994,-1467575.887560665
1459000,-9169.780956819011,-1468169.780956819
1450000,-8284.74648046239,-1458284.7464804624
1450000,-8760.07698573578,-1458760.0769857357
1450000,-7810.110188000998,-1457810.110188001
1450000,-8729.232552450661,-1458729.2325524506
1450000,-9040.480865891659,-1459040.4808658916
1450000,-8923.867100926647,-1458923.8671009266
1450000,-8416.107772105355,-1458416.1077721054
1450000,-7438.813268468798,-1457438.8132684687
1450000,-8440.822692184065,-1458440.822692184
1450000,-7752.739085269852,-1457752.7390852699
1450000,-7566.413413917974,-1457566.4134139179
1450000,-8367.262362078533,-1458367.2623620785
1450000,-8698.138399718046,-1458698.138399718
1450000,-8689.146973555306,-1458689.1469735552
1450000,-9028.047118975532,-1459028.0471189755
1450000,-9123.784013377519,-1459123.7840133775
1450000,-9097.316228558475,-1459097.3162285585
1450000,-9127.288849135739,-1459127.2888491356
1450000,-9252.236257746737,-1459252.2362577468
1450000,-9212.160554023412,-1459212.1605540235
1450000,-9379.419794646272,-1459379.4197946463
1449900,-8135.086329920768,-1458035.0863299207
1449000,-7741.102248346976,-1456741.102248347
1449000,-8971.146206968113,-1457971.146206968
1449000,-9053.248551000805,-1458053.2485510008
1449000,-9391.810074218814,-1458391.8100742188
1449000,-8085.058223224693,-1457085.0582232247
1448000,-9056.349951863662,-1457056.3499518638
1439000,-8056.937402014067,-1447056.9374020142
1439000,-8386.374895651968,-1447386.374895652
1438850,-7133.051761839654,-1445983.0517618395
1438800,-7143.165364359248,-1445943.1653643593
1438000,-8878.174185189042,-1446878.174185189
1429000,-8080.989988257744,-1437080.9899882576
1426000,-8151.7309758187375,-1434151.7309758188
1425000,-7558.3383548935435,-1432558.3383548935
1425000,-8597.531041858312,-1433597.5310418583
1425000,-9347.31460696367,-1434347.3146069637
1420000,-7343.28167130538,-1427343.2816713054
1400000,-9723.261619767754,-1409723.2616197676
1400000,-8077.144349289705,-1408077.1443492896
1400000,-7306.749208226654,-1407306.7492082266
1400000,-7576.019459536701,-1407576.0194595368
1400000,-8079.310908752676,-1408079.3109087527
1399999,-8942.73544313152,-1408941.7354431315
1399999,-9005.397531495331,-1409004.3975314954
1399988,-7290.1168421368075,-1407278.1168421367
1399900,-7780.421216612036,-1407680.421216612
1399900,-6946.361500845638,-1406846.3615008455
1399900,-7919.990185154203,-1407819.9901851541
1399900,-8901.861368737127,-1408801.8613687372
1399900,-7541.422835926162,-1407441.422835926
1399900,-7541.422835926162,-1407441.422835926
1399888,-8586.138079774832,-1408474.1380797748
1399000,-7572.386152244012,-1406572.386152244
1399000,-7695.822386523609,-1406695.8223865237
1399000,-8579.46614459311,-1407579.4661445932
1399000,-9167.245105888636,-1408167.2451058887
1399000,-8194.559146852656,-1407194.5591468527
1399000,-8528.533789356343,-1407528.5337893562
1399000,-8850.063629908995,-1407850.063629909
1399000,-8439.946420668079,-1407439.9464206682
1399000,-9546.362885544773,-1408546.3628855448
1399000,-8364.298585307151,-1407364.298585307
1399000,-7169.154899552434,-1406169.1548995525
1399000,-8416.107772105355,-1407416.1077721054
1399000,-8482.046484229633,-1407482.0464842296
1399000,-7824.659919407772,-1406824.6599194077
1399000,-7869.636200739817,-1406869.6362007398
1399000,-9001.000625735098,-1408001.0006257351
1399000,-7276.173830104275,-1406276.1738301043
1399000,-8160.9669236981335,-1407160.966923698
1399000,-8926.213756313873,-1407926.2137563138
1399000,-8651.241144915051,-1407651.241144915
1399000,-7602.912965443556,-1406602.9129654435
1399000,-8090.808575890291,-1407090.8085758903
1399000,-8506.262957265199,-1407506.2629572651
1398800,-7405.947320442342,-1406205.9473204424
1398800,-7664.79310525314,-1406464.7931052533
1398000,-9236.150906981535,-1407236.1509069814
1398000,-8436.573242988052,-1406436.573242988
1398000,-7520.6593391312945,-1405520.6593391313
1398000,-7735.161017692189,-1405735.1610176922
1395990,-8229.523131041728,-1404219.5231310418
1395000,-7987.977452993542,-1402987.9774529936
1395000,-8914.843441054778,-1403914.8434410547
1395000,-7775.055917768592,-1402775.0559177685
1395000,-8324.236138651746,-1403324.2361386518
1395000,-8478.955106429537,-1403478.9551064295
1395000,-8305.419934290569,-1403305.4199342905
1395000,-8592.37941229632,-1403592.3794122962
1395000,-6982.520749329978,-1401982.52074933
1395000,-8611.102750766935,-1403611.102750767
1395000,-8455.681885504442,-1403455.6818855044
1395000,-7885.462396377756,-1402885.4623963777
1395000,-8399.67347132296,-1403399.673471323
1390000,-8129.5437040130555,-1398129.543704013
1390000,-7769.017122014226,-1397769.0171220142
1390000,-7774.265313576852,-1397774.265313577
1389900,-8850.283093428068,-1398750.283093428
1389000,-8189.385973878735,-1397189.3859738787
1389000,-8410.496866912712,-1397410.4968669128
1389000,-8859.734108635235,-1397859.7341086352
1388888,-7683.169930837562,-1396571.1699308376
1388800,-9330.574634204591,-1398130.5746342046
1388000,-7613.423924191412,-1395613.4239241914
1388000,-9282.049029767235,-1397282.0490297673
1385000,-8243.930121771735,-1393243.9301217718
1380000,-8164.538133883242,-1388164.5381338832
1380000,-8259.845042188657,-1388259.8450421887
1379000,-8617.40519095406,-1387617.405190954
1379000,-7881.495207879648,-1386881.4952078797
1375000,-8757.90500990891,-1383757.9050099088
1375000,-8248.204095120955,-1383248.204095121
1375000,-7090.171018599864,-1382090.1710185998
1375000,-8089.966422449653,-1383089.9664224496
1375000,-8089.966422449653,-1383089.9664224496
1375000,-8302.606566369288,-1383302.6065663693
1375000,-8268.221372907374,-1383268.2213729073
1375000,-8786.294915661789,-1383786.2949156617
1375000,-7812.21778324142,-1382812.2177832415
1375000,-8820.592282657408,-1383820.5922826575
1375000,-7757.205288532435,-1382757.2052885324
1375000,-8712.65548972282,-1383712.6554897227
1375000,-8712.65548972282,-1383712.6554897227
1375000,-8712.65548972282,-1383712.6554897227
1374999,-8537.030037568697,-1383536.0300375686
1374900,-8465.306732843568,-1383365.3067328436
1374777,-7235.864073588479,-1382012.8640735885
1369000,-7829.134001790886,-1376829.1340017908
1368000,-8760.251235899637,-1376760.2512358997
1367888,-8023.953586353477,-1375911.9535863535
1365000,-8760.536278138825,-1373760.5362781389
1359900,-7486.569455347524,-1367386.5694553475
1358888,-8663.134023903749,-1367551.1340239036
1355000,-6556.746217136984,-1361556.746217137
1350000,-8986.640310141305,-1358986.6403101413
1350000,-8492.664187994209,-1358492.6641879943
1350000,-7509.05460205925,-1357509.0546020593
1350000,-8058.657377374276,-1358058.6573773744
1350000,-8291.236832893714,-1358291.2368328937
1350000,-8306.97390037702,-1358306.973900377
1350000,-8646.26233925847,-1358646.2623392586
1350000,-8057.954702828067,-1358057.954702828
1350000,-8455.964596135093,-1358455.964596135
1350000,-9202.107672367349,-1359202.1076723672
1350000,-7381.465155760518,-1357381.4651557605
1350000,-9092.987953066153,-1359092.9879530661
1350000,-7890.857917308265,-1357890.8579173083
1350000,-7822.279762508856,-1357822.2797625088
1350000,-8811.882393874876,-1358811.882393875
1350000,-8266.62062270963,-1358266.6206227096
1349900,-8279.792125263222,-1358179.7921252633
1349900,-7135.770949480961,-1357035.770949481
1349900,-7597.271255945378,-1357497.2712559453
1349888,-9145.085206512642,-1359033.0852065126
1349100,-9105.48609096479,-1358205.4860909649
1349000,-8921.71341323787,-1357921.7134132378
1349000,-7870.1147757183335,-1356870.1147757184
1349000,-8152.149600990567,-1357152.1496009906
1349000,-8274.098819216637,-1357274.0988192167
1349000,-8231.880136916092,-1357231.8801369162
1349000,-7945.6339236021595,-1356945.633923602
1349000,-8525.047543373032,-1357525.047543373
1349000,-8513.236554430365,-1357513.2365544303
1349000,-7839.3317278209815,-1356839.331727821
1349000,-8487.120798344766,-1357487.1207983447
1349000,-7601.734250555415,-1356601.7342505555
1348800,-8625.134680645386,-1357425.1346806453
1348800,-8625.134680645386,-1357425.1346806453
1348800,-8421.581693793483,-1357221.5816937934
1348000,-8976.477801741208,-1356976.477801741
1346000,-9180.993694753855,-1355180.9936947539
1345000,-9085.832916905803,-1354085.8329169059
1345000,-7432.921342060061,-1352432.92134206
1340000,-8751.411257979144,-1348751.4112579792
1339000,-8439.115381925705,-1347439.1153819256
1339000,-8568.0272727619,-1347568.0272727618
1339000,-8568.0272727619,-1347568.0272727618
1338000,-7831.510076074199,-1345831.5100760742
1338000,-7501.076915971803,-1345501.0769159717
1335000,-7680.02035534103,-1342680.020355341
1330000,-8469.477712730917,-1338469.4777127309
1330000,-9025.653178669956,-1339025.65317867
1325000,-7408.052418111551,-1332408.0524181116
1325000,-8145.242751299667,-1333145.2427512996
1325000,-8721.465634029566,-1333721.4656340296
1325000,-8757.055379819052,-1333757.0553798191
1325000,-8757.055379819052,-1333757.0553798191
1325000,-8130.212797282916,-1333130.212797283
1325000,-8097.382467541926,-1333097.3824675418
1325000,-8711.638753514755,-1333711.6387535147
1325000,-8006.732005852685,-1333006.7320058527
1325000,-8368.331900858062,-1333368.331900858
1325000,-8938.478071147152,-1333938.478071147
1325000,-8373.12883523369,-1333373.1288352336
1325000,-7539.973512975007,-1332539.973512975
1325000,-8412.070234041435,-1333412.0702340414
1325000,-8415.493703871329,-1333415.4937038713
1325000,-8669.306833559831,-1333669.3068335599
1325000,-8556.733956420496,-1333556.7339564206
1325000,-8693.115643513373,-1333693.1156435134
1325000,-9112.98424862372,-1334112.9842486237
1325000,-9131.94440579332,-1334131.9444057932
1324999,-8486.469292058335,-1333485.4692920584
1324999,-8486.538648364127,-1333485.5386483641
1319995,-9014.180640971394,-1329009.1806409713
1319000,-8316.288812303272,-1327316.2888123032
1319000,-9097.607178506649,-1328097.6071785067
1315000,-8370.618249386755,-1323370.6182493868
1315000,-8481.988936803562,-1323481.9889368035
1300000,-8785.296335335846,-1308785.2963353358
1300000,-8545.562370058997,-1308545.562370059
1300000,-6856.890831703878,-1306856.8908317038
1300000,-8002.070295259637,-1308002.0702952596
1300000,-8002.070295259637,-1308002.0702952596
1300000,-7108.874918898637,-1307108.8749188986
1300000,-8203.850602259732,-1308203.8506022596
1300000,-8082.301928591735,-1308082.3019285917
1300000,-7728.293885610553,-1307728.2938856105
1300000,-6807.920088457999,-1306807.920088458
1300000,-8286.816983633267,-1308286.8169836332
1300000,-7983.637253108167,-1307983.6372531082
1300000,-7883.640014334632,-1307883.6400143346
1300000,-8733.076050899328,-1308733.0760508992
1300000,-9086.512370124774,-1309086.5123701247
1300000,-9230.767518032611,-1309230.7675180326
1300000,-9069.900083653647,-1309069.9000836536
1300000,-9217.492195822993,-1309217.492195823
1299999,-8345.844573138735,-1308344.8445731387
1299999,-8629.719848386549,-1308628.7198483865
1299999,-8772.328707155482,-1308771.3287071555
1299950,-9165.762586178003,-1309115.762586178
1299900,-7687.691601382862,-1307587.6916013828
1299900,-8622.379089877288,-1308522.3790898772
1299900,-7617.398723231481,-1307517.3987232314
1299900,-8409.943592960299,-1308309.9435929602
1299900,-8506.226747269538,-1308406.2267472695
1299888,-9086.899317804868,-1308974.899317805
1299000,-8863.900386697322,-1307863.9003866974
1299000,-9116.557282329639,-1308116.5572823295
1299000,-8713.094163922055,-1307713.0941639221
1299000,-7708.010906251203,-1306708.0109062511
1299000,-8570.980100797693,-1307570.9801007977
1299000,-8649.124175309658,-1307649.1241753097
1299000,-8349.214740228585,-1307349.2147402286
1299000,-8262.38197121332,-1307262.3819712133
1299000,-8854.583290340606,-1307854.5832903406
1299000,-7376.491067598408,-1306376.4910675983
1299000,-8663.907312597197,-1307663.9073125971
1299000,-8817.395978865115,-1307817.3959788652
1299000,-9090.715568828902,-1308090.7155688289
1299000,-8686.946609157738,-1307686.9466091578
1299000,-8686.946609157738,-1307686.9466091578
1299000,-9278.21667657839,-1308278.2166765784
1299000,-7769.817363232588,-1306769.8173632326
1299000,-8963.523673675652,-1307963.5236736757
1299000,-8783.268416331484,-1307783.2684163314
1299000,-8509.2485121413,-1307509.2485121414
1299000,-7478.807044611331,-1306478.8070446113
1299000,-8721.465634029566,-1307721.4656340296
1299000,-8226.621733626105,-1307226.6217336261
1299000,-7436.741327036395,-1306436.7413270364
1298800,-8461.697871012855,-1307261.6978710128
1298800,-8466.947940433201,-1307266.9479404332
1298000,-8176.276875534367,-1306176.2768755343
1298000,-8176.276875534367,-1306176.2768755343
1298000,-8984.239806860942,-1306984.239806861
1298000,-8095.827350378051,-1306095.827350378
1298000,-7850.094539363657,-1305850.0945393636
1297500,-7838.852378640472,-1305338.8523786406
1297000,-8128.861734942103,-1305128.861734942
1295000,-7905.669698854952,-1302905.669698855
1295000,-7443.308259384973,-1302443.308259385
1295000,-8796.11967054958,-1303796.1196705496
1295000,-7950.703352222865,-1302950.703352223
1295000,-8585.814943173767,-1303585.8149431737
1295000,-8695.045100921308,-1303695.0451009213
1295000,-7609.714060697307,-1302609.7140606972
1295000,-7218.028071160479,-1302218.0280711604
1295000,-8088.919507822346,-1303088.9195078223
1295000,-7913.322712608666,-1302913.3227126086
1295000,-7492.175387170255,-1302492.1753871702
1295000,-8614.761343065291,-1303614.7613430652
1295000,-7569.928014735519,-1302569.9280147355
1290000,-7944.640585323342,-1297944.6405853233
1290000,-8382.076663369451,-1298382.0766633695
1289000,-8451.19696561161,-1297451.1969656115
1288000,-9410.64694196,-1297410.64694196
1285000,-8405.47773493816,-1293405.4777349383
1285000,-8316.667397871843,-1293316.6673978718
1285000,-7131.596708919145,-1292131.5967089192
1280000,-8038.103793374771,-1288038.1037933747
1280000,-8855.429841353442,-1288855.4298413536
1279900,-9251.700329546711,-1289151.7003295468
1279000,-8654.396212542995,-1287654.396212543
1279000,-7547.441690915542,-1286547.4416909155
1279000,-7351.961107264504,-1286351.9611072645
1279000,-8475.756663690448,-1287475.7566636906
1279000,-7793.2791595226345,-1286793.2791595226
1277000,-7209.808313866662,-1284209.8083138666
1277000,-7209.808313866662,-1284209.8083138666
1275000,-8585.759770959858,-1283585.7597709598
