Actual,Error,Predicted
488000,-9001.928039084823,-497001.9280390848
488000,-9295.009789507938,-497295.00978950795
487990,-9224.329722445418,-497214.3297224454
487000,-9227.602024614715,-496227.6020246147
485000,-8754.663204943505,-493754.6632049435
485000,-8857.441272899267,-493857.4412728993
485000,-8930.854850518956,-493930.854850519
485000,-8473.754127133141,-493473.7541271331
485000,-8645.203913105483,-493645.2039131055
485000,-9117.725190694588,-494117.72519069456
485000,-9090.738549394488,-494090.7385493945
485000,-9337.131848050938,-494337.1318480509
485000,-9236.418621783547,-494236.41862178355
485000,-8952.541272930632,-493952.5412729306
485000,-8660.395867975329,-493660.3958679753
485000,-8701.356798144228,-493701.35679814423
485000,-9205.151750292544,-494205.15175029257
485000,-9563.684738312415,-494563.68473831244
485000,-8757.034787211123,-493757.0347872111
485000,-8622.75667154651,-493622.7566715465
485000,-8454.928967407428,-493454.92896740744
485000,-9652.22386363689,-494652.2238636369
485000,-9652.22386363689,-494652.2238636369
485000,-9006.158176325855,-494006.15817632584
485000,-8882.170240926329,-493882.1702409263
485000,-8201.540278089591,-493201.5402780896
485000,-9154.264267197448,-494154.26426719746
485000,-9105.822550005227,-494105.8225500052
485000,-8609.467800623022,-493609.46780062304
484900,-9058.535373997332,-493958.53537399735
484888,-8693.206667098522,-493581.2066670985
484500,-9575.728693164217,-494075.72869316424
484000,-8754.469917293029,-492754.46991729306
480000,-8962.71023190758,-488962.7102319076
480000,-8854.39712913323,-488854.3971291332
480000,-8625.151258763788,-488625.1512587638
480000,-8224.20368881622,-488224.2036888162
480000,-8854.39712913323,-488854.3971291332
480000,-8752.000163566556,-488752.00016356655
480000,-8949.925338297451,-488949.92533829744
480000,-8494.286533625804,-488494.2865336258
479999,-9227.928586310101,-489226.9285863101
479900,-8410.882587035208,-488310.8825870352
479900,-8262.909758674838,-488162.90975867485
479900,-8739.765714203448,-488639.7657142035
479900,-7899.7950650734965,-487799.7950650735
479900,-8373.48581047606,-488273.48581047606
479900,-8780.82059828387,-488680.8205982839
479900,-8857.750524335064,-488757.7505243351
479888,-9062.599590616948,-488950.59959061694
479500,-9441.000815527288,-488941.0008155273
479500,-9312.381627822948,-488812.38162782294
479500,-8868.656026348428,-488368.6560263484
479000,-8439.504106569515,-487439.5041065695
479000,-9218.053583375216,-488218.05358337524
479000,-8780.204890772478,-487780.20489077247
479000,-7955.559542466994,-486955.559542467
479000,-9100.622687006118,-488100.62268700614
479000,-9141.751206284216,-488141.7512062842
479000,-8187.568215468792,-487187.5682154688
479000,-9491.437428207737,-488491.4374282077
479000,-9045.547144385551,-488045.5471443856
479000,-9030.461795708447,-488030.46179570846
479000,-8111.273918983553,-487111.2739189835
479000,-8395.181367564483,-487395.1813675645
478950,-9457.87232086036,-488407.87232086033
478900,-8319.931108232258,-487219.93110823224
478900,-8429.850626504933,-487329.8506265049
478000,-9100.806420979414,-487100.80642097944
478000,-9100.806420979414,-487100.80642097944
478000,-8491.47569151762,-486491.47569151764
477500,-8681.602845337684,-486181.6028453377
477000,-8977.880294702194,-485977.8802947022
476000,-8373.804099147215,-484373.8040991472
475000,-8553.006805977448,-483553.00680597743
475000,-9246.572895861553,-484246.5728958616
475000,-8907.28276524587,-483907.2827652459
475000,-9002.066469947376,-484002.0664699474
475000,-8843.020213833976,-483843.02021383395
475000,-8657.126895680003,-483657.12689568
475000,-8804.17775529643,-483804.1777552964
475000,-9001.241580644182,-484001.24158064416
475000,-8881.131178750244,-483881.13117875025
475000,-9130.432341033935,-484130.43234103394
475000,-9102.414174582987,-484102.414174583
475000,-8940.698464718784,-483940.69846471876
475000,-9054.161572235165,-484054.16157223517
475000,-9054.161572235165,-484054.16157223517
475000,-8403.569717397459,-483403.56971739745
475000,-9566.561197813098,-484566.5611978131
475000,-8514.080147948373,-483514.08014794835
475000,-8952.674508772545,-483952.67450877256
475000,-8762.142028909378,-483762.14202890935
475000,-8282.911763879023,-483282.911763879
475000,-8919.04719145026,-483919.04719145026
475000,-9007.858968593946,-484007.85896859394
475000,-8669.680369713262,-483669.6803697133
475000,-9247.597994819624,-484247.59799481963
475000,-8876.245812878353,-483876.24581287836
475000,-8131.672234455847,-483131.6722344558
475000,-9075.284800282001,-484075.284800282
475000,-8825.666376972102,-483825.6663769721
475000,-8802.645239038327,-483802.64523903833
475000,-8423.048094596672,-483423.04809459666
475000,-8230.858715561202,-483230.8587155612
475000,-8441.558155553616,-483441.5581555536
475000,-9057.353614812306,-484057.3536148123
475000,-8328.468230561684,-483328.4682305617
475000,-8422.601601153776,-483422.6016011538
475000,-8752.79850257288,-483752.79850257287
475000,-8744.903757922002,-483744.903757922
475000,-8985.670200227127,-483985.6702002271
475000,-8675.113720463958,-483675.11372046394
475000,-8998.771540202997,-483998.771540203
475000,-9065.15348010027,-484065.15348010027
475000,-8994.396539837775,-483994.39653983776
475000,-9293.369986937827,-484293.36998693785
475000,-9304.246703582832,-484304.2467035828
475000,-9212.70885882449,-484212.7088588245
475000,-9471.075535750022,-484471.07553575
475000,-9620.386982935883,-484620.3869829359
474950,-8230.79893168275,-483180.7989316828
474950,-9139.744877248879,-484089.7448772489
474900,-8583.803063916233,-483483.8030639162
474900,-8054.371040773538,-482954.3710407735
474900,-8847.192615982629,-483747.1926159826
474800,-8943.073848956157,-483743.07384895615
474800,-8442.018658741867,-483242.01865874184
474721,-9004.92351166315,-483725.92351166316
474500,-8760.636748468043,-483260.63674846804
474000,-9245.976929202496,-483245.9769292025
474000,-9293.773014609713,-483293.7730146097
470000,-8157.8580579630125,-478157.858057963
470000,-8954.905096330607,-478954.9050963306
470000,-8989.956422887108,-478989.9564228871
470000,-9386.42834829285,-479386.42834829283
470000,-9233.005577743605,-479233.0055777436
470000,-9270.454684778433,-479270.4546847784
469999,-9072.828042261348,-479071.82804226136
469999,-8992.638756331253,-478991.63875633123
469950,-8220.314825807363,-478170.31482580735
469900,-8934.946052232568,-478834.9460522326
469900,-9082.746782725408,-478982.7467827254
469900,-9034.159627406996,-478934.159627407
469900,-9163.445180613482,-479063.4451806135
469900,-8387.17417164337,-478287.1741716434
469900,-9019.909210101887,-478919.9092101019
469900,-8306.910780555732,-478206.91078055574
469900,-8563.7866112161,-478463.7866112161
469900,-8785.729660798113,-478685.7296607981
469900,-7979.923685085696,-477879.92368508567
469500,-7632.902125501277,-477132.90212550125
469000,-8563.160308563662,-477563.1603085637
469000,-9259.017792533794,-478259.0177925338
469000,-9176.197270507919,-478176.1972705079
469000,-9040.708789602126,-478040.70878960215
469000,-9231.34866475238,-478231.3486647524
469000,-9002.064337538835,-478002.06433753885
469000,-9592.970187760688,-478592.9701877607
469000,-8674.169647125009,-477674.169647125
469000,-9217.601993490696,-478217.6019934907
469000,-8918.649059233916,-477918.6490592339
469000,-8362.517816738757,-477362.51781673875
469000,-8918.649059233916,-477918.6490592339
469000,-9117.331961788737,-478117.33196178876
469000,-9117.331961788737,-478117.33196178876
469000,-8845.97624398406,-477845.97624398407
469000,-9071.604872595199,-478071.60487259517
469000,-8974.403359349175,-477974.4033593492
469000,-8295.880189977219,-477295.88018997724
469000,-9278.513529240117,-478278.5135292401
468888,-8776.425764556161,-477664.42576455616
468000,-9293.22844100631,-477293.22844100633
467500,-8352.339495173796,-475852.3394951738
467000,-8277.82358448641,-475277.8235844864
465800,-9026.653522140692,-474826.6535221407
465000,-8852.861875615687,-473852.86187561566
465000,-9513.926936934668,-474513.92693693464
465000,-9108.689536092534,-474108.6895360925
465000,-8932.32520929346,-473932.32520929346
465000,-9118.105496708666,-474118.10549670865
465000,-8581.717221683797,-473581.7172216838
465000,-9743.587288410889,-474743.58728841087
465000,-8769.293430165835,-473769.29343016585
465000,-8931.765545140212,-473931.7655451402
465000,-8931.765545140212,-473931.7655451402
465000,-8694.69868661413,-473694.6986866141
465000,-9313.8622979475,-474313.8622979475
465000,-9016.369628809452,-474016.36962880945
465000,-9119.59049564086,-474119.5904956409
465000,-9119.59049564086,-474119.5904956409
465000,-9119.59049564086,-474119.5904956409
465000,-9119.59049564086,-474119.5904956409
464999,-8140.465161013154,-473139.4651610131
464999,-8140.465161013154,-473139.4651610131
464999,-8845.454379123881,-473844.45437912387
464900,-8339.903188025202,-473239.90318802523
464900,-8997.698584248294,-473897.6985842483
464900,-9214.184087701924,-474114.1840877019
464500,-8713.202462986657,-473213.20246298664
460000,-9374.347175688232,-469374.34717568825
460000,-9179.342599745847,-469179.34259974584
460000,-9236.624945128926,-469236.6249451289
460000,-9053.044378379178,-469053.0443783792
460000,-8729.4318839239,-468729.4318839239
460000,-8984.643230222615,-468984.64323022263
460000,-8392.25585500522,-468392.25585500523
460000,-9094.416547730552,-469094.41654773057
460000,-9069.670236874817,-469069.67023687484
460000,-9140.898030377755,-469140.89803037775
460000,-9105.59317964938,-469105.5931796494
460000,-9036.51125351813,-469036.5112535181
460000,-8361.737464263462,-468361.73746426345
460000,-8585.43580091841,-468585.43580091844
460000,-8585.831390144072,-468585.83139014407
460000,-8702.823524300074,-468702.82352430007
459999,-8799.810788267214,-468798.81078826723
459999,-8283.939124577888,-468282.9391245779
459950,-9072.15741212119,-469022.1574121212
459900,-9131.58918715749,-469031.5891871575
459900,-8111.608984973104,-468011.6089849731
459900,-8799.282694203199,-468699.2826942032
459900,-9308.045372589115,-469208.04537258914
459900,-8443.735445772265,-468343.73544577224
459900,-8937.592953241709,-468837.5929532417
459900,-7890.334782434471,-467790.33478243445
459900,-8264.750133382051,-468164.75013338204
459900,-8736.092578689644,-468636.0925786896
459900,-8826.354860888174,-468726.35486088815
459900,-7890.334782434471,-467790.33478243445
459900,-7890.334782434471,-467790.33478243445
459900,-8711.527321565121,-468611.52732156514
459900,-8099.875785190079,-467999.8757851901
459800,-9128.37654043873,-468928.37654043874
459696,-9186.404753243241,-468882.40475324326
459500,-8203.451271440332,-467703.4512714403
459500,-8374.178257358884,-467874.1782573589
459000,-9321.282561734712,-468321.2825617347
459000,-9387.602630828656,-468387.6026308287
459000,-9493.265935475056,-468493.26593547506
459000,-9322.658951641144,-468322.6589516411
459000,-9614.597240298912,-468614.5972402989
459000,-9147.178738413215,-468147.1787384132
459000,-9239.329181044366,-468239.32918104436
459000,-8850.551293007162,-467850.55129300716
459000,-8518.5041997996,-467518.5041997996
459000,-9238.527214385063,-468238.52721438505
459000,-8198.883025485438,-467198.88302548544
459000,-8713.67728801734,-467713.67728801735
459000,-8621.886931340568,-467621.88693134056
459000,-9136.005687091127,-468136.00568709115
459000,-9027.18783887029,-468027.1878388703
459000,-9374.753052953296,-468374.7530529533
459000,-8413.767334452476,-467413.7673344525
458000,-8631.65077072532,-466631.65077072533
458000,-9001.529600265983,-467001.52960026596
457750,-8722.604214158293,-466472.6042141583
457000,-9212.055034279056,-466212.05503427907
456990,-8033.88355394818,-465023.8835539482
455800,-8255.399427037715,-464055.3994270377
455000,-9095.218094954473,-464095.2180949545
455000,-8689.83185806028,-463689.83185806026
455000,-8924.393664253428,-463924.3936642534
455000,-9594.030050568184,-464594.03005056817
455000,-8614.90617747821,-463614.9061774782
455000,-8101.079543852841,-463101.07954385283
454900,-8782.048115072872,-463682.0481150729
454900,-8938.616008878527,-463838.6160088785
454000,-9476.1774248535,-463476.1774248535
452500,-7992.927209877699,-460492.9272098777
450000,-9132.221325609207,-459132.2213256092
450000,-8328.000029351198,-458328.0000293512
450000,-8748.0169692074,-458748.0169692074
450000,-9175.355641619934,-459175.35564161994
450000,-9278.44029522681,-459278.4402952268
450000,-9278.44029522681,-459278.4402952268
450000,-9123.945737477017,-459123.94573747704
450000,-8956.771410171663,-458956.77141017164
450000,-9080.255532613492,-459080.2555326135
450000,-9250.530965712895,-459250.5309657129
450000,-8746.431605562402,-458746.4316055624
450000,-9686.354696806098,-459686.3546968061
450000,-8676.755741606188,-458676.7557416062
450000,-8804.64751709305,-458804.64751709305
450000,-9007.170663990082,-459007.1706639901
450000,-8281.37468747915,-458281.37468747917
450000,-8394.927866703254,-458394.92786670325
450000,-9486.813863998486,-459486.8138639985
450000,-7831.372701845575,-457831.3727018456
450000,-8945.712651287595,-458945.7126512876
450000,-9024.065476379023,-459024.065476379
450000,-8769.229961681243,-458769.22996168124
450000,-8662.668682682506,-458662.6686826825
450000,-8930.868174501145,-458930.86817450117
450000,-9190.49954390769,-459190.4995439077
450000,-9018.28729457945,-459018.28729457944
450000,-8188.608419473846,-458188.60841947387
450000,-9643.559912843968,-459643.559912844
450000,-9676.964756057003,-459676.964756057
450000,-8058.725519941393,-458058.7255199414
450000,-8801.81187817914,-458801.81187817914
450000,-8870.085836358518,-458870.08583635854
450000,-8896.57940880613,-458896.5794088061
450000,-8926.566620698755,-458926.5666206988
450000,-8279.397868712427,-458279.39786871243
450000,-8255.453558222705,-458255.4535582227
450000,-8859.620409949372,-458859.6204099494
450000,-8835.453833373882,-458835.4538333739
450000,-8765.72005165442,-458765.72005165444
450000,-8175.397414115995,-458175.397414116
450000,-5827.9977486808875,-455827.9977486809
449999,-8592.855886531039,-458591.85588653106
449999,-8931.23653240633,-458930.23653240636
449999,-9077.115592600761,-459076.1155926008
449999,-8334.851758850109,-458333.8517588501
449999,-8951.465378730405,-458950.4653787304
449950,-9714.903190350582,-459664.90319035057
449950,-8522.077205263635,-458472.07720526366
449937,-9170.782599757049,-459107.7825997571
449900,-8899.582773611251,-458799.58277361124
449900,-9246.0756071765,-459146.0756071765
449900,-9306.978556112475,-459206.9785561125
449900,-9013.81632472419,-458913.8163247242
449900,-8187.547817308692,-458087.5478173087
449900,-8785.639342863913,-458685.6393428639
449900,-8734.399826539082,-458634.3998265391
449900,-8148.91186796699,-458048.911867967
449900,-8329.059892158695,-458229.0598921587
449900,-8018.048250737753,-457918.0482507378
449900,-8764.943431949374,-458664.94343194936
449900,-8675.071287333325,-458575.0712873333
449900,-8508.53789106114,-458408.53789106116
449900,-9020.715317467577,-458920.7153174676
449900,-8895.051227893922,-458795.0512278939
449900,-9379.363378409838,-459279.3633784098
449900,-8390.91062118302,-458290.910621183
449900,-8356.535661517551,-458256.5356615175
449900,-8775.576874323107,-458675.57687432313
449900,-8537.077394396754,-458437.07739439677
449900,-8800.473658402101,-458700.4736584021
449900,-8279.17635194543,-458179.17635194544
449900,-7972.884258646737,-457872.88425864675
449900,-8328.424671207093,-458228.4246712071
449900,-8571.428058063551,-458471.42805806355
449900,-8658.571935742133,-458558.57193574216
449900,-8835.796596282486,-458735.7965962825
449900,-8925.74643714283,-458825.74643714284
449900,-9076.285539941671,-458976.2855399417
449900,-8959.002945110866,-458859.00294511084
449900,-9380.905383472815,-459280.9053834728
449888,-9304.180163662657,-459192.18016366265
449700,-9054.301844295258,-458754.30184429523
449500,-7972.884258646737,-457472.88425864675
449500,-9163.548990308394,-458663.5489903084
449500,-8626.996453159027,-458126.996453159
449500,-8896.98411985815,-458396.9841198581
449500,-8900.433320798402,-458400.4333207984
449500,-8730.140877260385,-458230.14087726036
449500,-8723.215657595016,-458223.215657595
449282,-8268.426185403305,-457550.4261854033
449000,-8920.40574925465,-457920.4057492546
449000,-8884.30998078859,-457884.3099807886
449000,-9055.83397982012,-458055.83397982013
449000,-9057.934054743499,-458057.9340547435
449000,-8912.565322351886,-457912.5653223519
449000,-9084.749328106202,-458084.7493281062
449000,-9208.45256493441,-458208.4525649344
449000,-8497.331154418862,-457497.3311544189
449000,-8874.199221793313,-457874.19922179333
449000,-9411.41778624178,-458411.4177862418
449000,-8432.346907716776,-457432.34690771677
449000,-9008.596036652403,-458008.5960366524
449000,-9225.182973620247,-458225.18297362025
449000,-9067.040654948754,-458067.04065494874
449000,-8967.790647936261,-457967.7906479363
449000,-9058.101559261697,-458058.1015592617
449000,-8925.130767335291,-457925.1307673353
449000,-8407.581031898057,-457407.58103189804
449000,-8935.149681986331,-457935.1496819863
449000,-9241.5193896585,-458241.5193896585
449000,-8270.912258809794,-457270.9122588098
449000,-9693.433574027396,-458693.4335740274
449000,-8862.846983290165,-457862.84698329016
449000,-9109.190988730421,-458109.1909887304
449000,-8173.198221861,-457173.198221861
449000,-9060.05222973347,-458060.0522297335
449000,-8855.582266356338,-457855.58226635633
449000,-9139.11132585849,-458139.1113258585
449000,-8669.95859056903,-457669.95859056903
449000,-8109.614828842534,-457109.6148288425
449000,-8974.302659292845,-457974.3026592928
449000,-8711.675661306412,-457711.6756613064
448997,-8932.920374611826,-457929.9203746118
448900,-9027.205580312464,-457927.20558031247
448800,-9001.110644746062,-457801.11064474605
448000,-8830.923479222209,-456830.9234792222
448000,-9001.529600265983,-457001.52960026596
447500,-8922.148739960581,-456422.14873996057
447500,-8922.148739960581,-456422.14873996057
447000,-8412.544833806853,-455412.54483380687
446000,-8296.325132795093,-454296.3251327951
445900,-9065.26198172353,-454965.26198172354
445000,-9024.19187544602,-454024.191875446
445000,-8281.560485096432,-453281.5604850964
445000,-8273.375754621156,-453273.3757546212
445000,-9162.772936113624,-454162.77293611364
445000,-9146.735610762054,-454146.735610762
445000,-9003.189171326274,-454003.1891713263
445000,-8805.566253404411,-453805.5662534044
445000,-9370.187106942196,-454370.1871069422
445000,-8087.113679014404,-453087.1136790144
445000,-8534.234637393844,-453534.23463739385
445000,-8791.333200166899,-453791.3332001669
445000,-9140.099624926552,-454140.0996249266
445000,-8614.50863358364,-453614.50863358367
445000,-9324.079795826437,-454324.07979582646
445000,-8487.113576276122,-453487.1135762761
444999,-8877.996821528794,-453876.99682152877
444900,-8561.561148341545,-453461.56114834157
444900,-8438.315734024553,-453338.31573402457
444900,-8366.960354385252,-453266.96035438526
444500,-9145.426622927456,-453645.4266229275
444000,-9195.121255884857,-453195.1212558849
444000,-8560.92185316288,-452560.9218531629
444000,-8647.548712837763,-452647.54871283774
443500,-8628.923549748008,-452128.923549748
443500,-9293.267670914778,-452793.26767091476
442500,-9399.064465983669,-451899.06446598365
442500,-8801.17772307548,-451301.1777230755
442500,-9085.468699707006,-451585.468699707
442000,-9129.239539495298,-451129.2395394953
441400,-8700.219728864951,-450100.21972886496
440000,-8970.485178669247,-448970.4851786693
440000,-8816.763190143029,-448816.76319014304
440000,-9073.942020862338,-449073.94202086236
440000,-9009.500398025984,-449009.50039802596
440000,-9032.930295451282,-449032.9302954513
440000,-9567.18598847846,-449567.1859884785
440000,-8160.632997751462,-448160.63299775147
440000,-9262.692431616377,-449262.69243161636
440000,-9078.864948654062,-449078.8649486541
440000,-8925.19122023427,-448925.19122023426
440000,-8325.730542232759,-448325.73054223275
440000,-8662.963849104583,-448662.9638491046
440000,-8561.561148341545,-448561.56114834157
440000,-9222.311803692319,-449222.3118036923
439999,-8282.841242676885,-448281.8412426769
439950,-8106.878345898187,-448056.8783458982
439900,-8883.012774665258,-448783.01277466526
439900,-9023.342751593602,-448923.3427515936
439900,-9131.072135447082,-449031.07213544706
439900,-8387.380999653617,-448287.3809996536
439900,-8577.392037514848,-448477.39203751483
439900,-8889.014796955656,-448789.0147969556
439900,-9223.239967933392,-449123.2399679334
439900,-8676.554604927349,-448576.55460492737
439900,-8676.554604927349,-448576.55460492737
439900,-8883.265013188751,-448783.26501318876
439900,-9139.663620295629,-449039.66362029564
439888,-9073.081703620428,-448961.08170362044
439880,-7979.284775635705,-447859.2847756357
439000,-8317.386523246165,-447317.3865232462
439000,-9097.213337533429,-448097.2133375334
439000,-9000.695674365912,-448000.6956743659
439000,-9172.643242154483,-448172.6432421545
439000,-9230.358158250676,-448230.3581582507
439000,-8216.439492698017,-447216.439492698
439000,-8951.518788872949,-447951.5187888729
439000,-9387.254473264471,-448387.25447326445
439000,-8793.206845051674,-447793.20684505167
439000,-8647.830715775499,-447647.8307157755
439000,-8501.816897825407,-447501.8168978254
439000,-8647.830715775499,-447647.8307157755
439000,-9597.953640361096,-448597.9536403611
439000,-8280.90361289545,-447280.90361289546
439000,-8974.372934268504,-447974.3729342685
439000,-9425.570858247753,-448425.57085824775
439000,-8280.90361289545,-447280.90361289546
439000,-9321.305223016503,-448321.3052230165
439000,-9501.040250281567,-448501.04025028157
439000,-8640.407855838059,-447640.4078558381
439000,-8191.21147555131,-447191.2114755513
439000,-9740.510986703235,-448740.5109867032
439000,-8908.722468104721,-447908.72246810474
439000,-9294.6602864185,-448294.6602864185
439000,-8591.588630672411,-447591.5886306724
438888,-8172.138466456006,-447060.13846645603
437500,-8614.223835963918,-446114.22383596393
437500,-8614.223835963918,-446114.22383596393
437000,-9024.30684686568,-446024.3068468657
437000,-8722.604214158293,-445722.6042141583
437000,-9242.43765451256,-446242.4376545126
436888,-8437.868667152234,-445325.86866715224
436500,-8888.363190547392,-445388.3631905474
436500,-8888.363190547392,-445388.3631905474
436079,-8560.076167724563,-444639.07616772456
436000,-9080.971539995135,-445080.9715399951
435000,-8595.833593921596,-443595.8335939216
435000,-8926.426667922457,-443926.42666792247
435000,-8969.00372712623,-443969.0037271262
435000,-9047.270201108018,-444047.270201108
435000,-9105.374614912387,-444105.3746149124
435000,-9253.243487972344,-444253.24348797236
435000,-9026.442000160132,-444026.4420001601
435000,-9132.872950831828,-444132.87295083184
435000,-9046.489426273625,-444046.4894262736
435000,-8739.842718052374,-443739.8427180524
435000,-9122.540850489513,-444122.5408504895
435000,-9129.048870168072,-444129.04887016804
435000,-8722.261931095532,-443722.2619310955
435000,-8870.385369292086,-443870.3853692921
435000,-9330.186390480052,-444330.18639048
435000,-8955.094267054734,-443955.09426705475
435000,-9072.198285803313,-444072.1982858033
435000,-8240.298480860667,-443240.29848086066
435000,-9052.007825986211,-444052.0078259862
435000,-8505.165362078904,-443505.16536207893
435000,-8806.396985544288,-443806.3969855443
435000,-9163.88142600606,-444163.8814260061
434999,-8584.123303897632,-443583.1233038976
434900,-8606.600903623006,-443506.600903623
434900,-8872.867701104838,-443772.86770110484
434900,-8855.406493809343,-443755.40649380937
434500,-8406.552578182796,-442906.5525781828
434000,-9080.92609577518,-443080.92609577515
434000,-8044.318799896118,-442044.3187998961
434000,-9097.89076078068,-443097.89076078066
434000,-9097.89076078068,-443097.89076078066
432000,-8559.652298933035,-440559.652298933
432000,-9037.833205637075,-441037.83320563706
432000,-8634.170504598533,-440634.1705045985
432000,-9162.94852934841,-441162.9485293484
431300,-8539.738343853393,-439839.7383438534
430700,-9139.778237651359,-439839.77823765134
430000,-8540.57400915266,-438540.57400915265
430000,-8907.027658813986,-438907.027658814
430000,-8875.837593109543,-438875.8375931095
430000,-8806.95312062357,-438806.9531206236
430000,-8365.522842994262,-438365.52284299425
430000,-9064.947537053182,-439064.9475370532
430000,-8975.238972626523,-438975.2389726265
430000,-8097.323171863414,-438097.3231718634
430000,-8912.178510316176,-438912.1785103162
430000,-8286.644989809578,-438286.6449898096
430000,-9167.106547735795,-439167.1065477358
430000,-8934.841451158078,-438934.84145115805
430000,-9066.369798034955,-439066.36979803495
430000,-8025.877399021543,-438025.8773990215
430000,-8071.780294468785,-438071.7802944688
430000,-8566.580747915592,-438566.5807479156
430000,-8293.648889730808,-438293.6488897308
430000,-8923.223730882439,-438923.22373088246
430000,-9075.092337717811,-439075.0923377178
430000,-9440.16098577604,-439440.16098577605
429999,-8909.506588843062,-438908.50658884307
429995,-9091.215886419342,-439086.21588641935
429995,-9091.215886419342,-439086.21588641935
429950,-8563.354543595278,-438513.3545435953
429950,-8373.746227941061,-438323.74622794107
429950,-8988.997863849214,-438938.9978638492
429900,-8796.672648963793,-438696.6726489638
429900,-8437.05990282535,-438337.05990282533
429900,-8022.991979160888,-437922.99197916087
429900,-8302.305906742371,-438202.30590674235
429900,-8984.99058601116,-438884.99058601115
429900,-9298.703041676079,-439198.7030416761
429900,-9133.650871077607,-439033.6508710776
429900,-9241.528180667377,-439141.5281806674
429900,-8749.499854046264,-438649.49985404627
429900,-9306.207499310924,-439206.2074993109
429900,-8806.95312062357,-438706.9531206236
429900,-8457.723378575283,-438357.7233785753
429900,-8818.773071063833,-438718.77307106386
429900,-9308.045372589115,-439208.04537258914
429900,-9146.440146155777,-439046.4401461558
429900,-7869.519618754065,-437769.51961875404
429900,-8751.932357885786,-438651.93235788576
429900,-8664.045942659744,-438564.0459426597
429900,-8882.408191314098,-438782.4081913141
429900,-8604.320726207365,-438504.32072620734
429900,-8897.522059245295,-438797.52205924527
429900,-8300.39950020271,-438200.39950020274
429900,-8496.788143686828,-438396.78814368683
429900,-8903.063540144445,-438803.0635401445
429900,-8653.55746588147,-438553.55746588146
429900,-8987.580341822273,-438887.5803418223
429900,-8949.77807322759,-438849.7780732276
429800,-9124.983914190798,-438924.9839141908
429500,-8842.461011211359,-438342.4610112114
429000,-9069.755000729014,-438069.755000729
429000,-8675.857829236884,-437675.8578292369
429000,-9584.214710290325,-438584.2147102903
429000,-9300.259095186551,-438300.25909518654
429000,-8522.85470110835,-437522.85470110836
429000,-8548.408602541378,-437548.40860254137
429000,-8548.408602541378,-437548.40860254137
429000,-8197.200913217175,-437197.20091321715
429000,-8580.726329453419,-437580.7263294534
429000,-9058.296478270388,-438058.2964782704
429000,-8855.017358583393,-437855.0173585834
429000,-8766.181295337954,-437766.18129533797
429000,-8680.156037135326,-437680.15603713534
429000,-8652.636134557506,-437652.6361345575
429000,-8659.523405466498,-437659.5234054665
429000,-8572.84137857314,-437572.84137857315
429000,-9206.546659201806,-438206.5466592018
429000,-9523.909062260851,-438523.9090622609
428900,-8788.684282505817,-437688.6842825058
428000,-9070.809628270908,-437070.8096282709
428000,-8676.450399542648,-436676.45039954263
428000,-8676.450399542648,-436676.45039954263
428000,-8480.387756570839,-436480.3877565708
427500,-8257.655705687295,-435757.6557056873
427000,-7869.134790162736,-434869.13479016273
426860,-9483.306344140374,-436343.3063441404
425490,-9103.213790883594,-434593.2137908836
425300,-8586.122447494748,-433886.12244749477
425035,-8643.403056159077,-433678.4030561591
425000,-8245.973478851618,-433245.9734788516
425000,-8985.829265758415,-433985.8292657584
425000,-8904.502115810801,-433904.5021158108
425000,-9224.997652391507,-434224.9976523915
425000,-8965.203606073941,-433965.2036060739
425000,-8720.621610041633,-433720.62161004165
425000,-9100.219731243938,-434100.2197312439
425000,-9271.405297781524,-434271.4052977815
425000,-9289.82754223329,-434289.8275422333
425000,-9053.368937241545,-434053.36893724155
425000,-8910.196363808142,-433910.1963638081
425000,-8917.357946200644,-433917.35794620065
425000,-9605.126060911778,-434605.1260609118
425000,-9260.543704255446,-434260.5437042554
425000,-9254.669377076489,-434254.6693770765
425000,-9195.65284531613,-434195.6528453161
425000,-8178.14441693302,-433178.144416933
425000,-8852.88301498373,-433852.88301498373
425000,-9336.845006675017,-434336.845006675
425000,-8438.223971017547,-433438.2239710175
425000,-8541.980634431493,-433541.9806344315
425000,-8736.811704063966,-433736.81170406396
425000,-9371.668516923553,-434371.66851692356
425000,-8407.782168576896,-433407.7821685769
425000,-9276.705458579165,-434276.7054585792
425000,-9176.929020995005,-434176.929020995
425000,-9137.58235152474,-434137.58235152473
425000,-9442.708326771732,-434442.70832677174
425000,-8508.204810672805,-433508.2048106728
425000,-9026.185201994014,-434026.185201994
425000,-9182.57347268386,-434182.57347268384
425000,-8562.085134970934,-433562.08513497096
425000,-8562.085134970934,-433562.08513497096
425000,-8577.313554886408,-433577.3135548864
425000,-8577.313554886408,-433577.3135548864
425000,-8934.93805260327,-433934.9380526033
425000,-8894.168243969594,-433894.1682439696
425000,-8499.06955519832,-433499.0695551983
425000,-8571.13437042099,-433571.134370421
425000,-8730.140627176095,-433730.1406271761
425000,-8527.924904365997,-433527.924904366
425000,-8989.317466880024,-433989.31746688
425000,-8660.572282438594,-433660.5722824386
425000,-8947.820197928957,-433947.82019792893
425000,-9247.597994819624,-434247.59799481963
425000,-9250.429925846503,-434250.4299258465
425000,-7974.593875630412,-432974.5938756304
425000,-8675.720065822283,-433675.7200658223
425000,-8872.631475658864,-433872.63147565885
